,Hydro,PumpedStorage,Nuclear,Coal,FuelGas,DieselEngines,GasTurbine,SteamTurbine,CombinedCycle,Hydroeolian,Wind,SolarPhotovoltaic,ThermalSolar,OtherRenewables,Cogeneration,NonRenewableWaste,RenewableWaste,TotalGeneration,year,month,day
2020-03-17,103090.83300000001,10724.896,170435.022,17148.677,,4972.556,989.339,2455.029,39370.748,113.493,226409.86299999995,24752.621,6825.916,12310.872,74870.22599999998,5213.165,2047.246,701730.5020000001,2020,3,17
2020-03-18,133250.71699999998,12605.102,170589.025,17156.303,,5481.524,930.698,2810.15,49532.506,118.933,116330.44500000002,30456.7,2993.819,11441.486,75993.27799999999,5995.0435,2107.6625,637793.392,2020,3,18
2020-03-19,123018.368,1473.275,170566.105,16934.71,,5107.257,995.744,3504.949,49262.709,90.513,119208.12500000001,32527.464,2969.09,11448.67,74215.264,5968.368,2153.188,619443.799,2020,3,19
2020-03-20,118417.16400000003,4023.74,170618.598,17357.174,,5059.49,793.944,3829.308,56629.727,93.741,133334.193,24178.021,878.064,11587.811,74087.16600000001,6167.686,2269.352,629325.1789999999,2020,3,20
2020-03-21,107916.161,9825.42,170641.417,14878.176,,5223.187,564.24,4020.933,68183.171,80.242,73732.52799999999,23381.747,690.411,10866.212,70593.48,6364.747,2447.183,569409.2549999999,2020,3,21
2020-03-22,100837.184,3277.854,170624.618,14662.583,,5336.457,867.678,4225.658,69764.358,48.301,48688.93400000001,26155.387,4786.216,10322.202,69096.111,6209.892,2349.14,537252.573,2020,3,22
2020-03-23,108696.30199999998,2005.785,170431.634,14909.607,,5147.421,597.252,3335.701,67273.709,78.765,122413.97100000002,29392.245,6630.238,10249.692,71779.679,5397.228,1575.884,619915.113,2020,3,23
2020-03-24,103131.10600000001,13695.647,170041.569,14967.621,,4692.38,739.041,3615.302,66767.487,38.886,134707.41400000002,25296.789,2820.476,10336.08,73204.31,5397.8075,1541.0865,630993.002,2020,3,24
2020-03-25,124208.86299999998,7602.31,169890.313,14916.064,,5514.999,579.107,3749.483,68586.801,22.025,55443.71999999999,37794.818,10537.047,10520.374,75716.378,5293.858,1660.657,592036.817,2020,3,25
2020-03-26,82568.196,3412.505,169623.761,10802.386,,5573.461,1546.83,4022.067,50929.976,16.186,196718.99299999996,48568.944,17372.779,11269.317,73256.60899999998,4851.3385,1615.6365,682148.985,2020,3,26
2020-03-27,103648.203,13056.978,169438.549,10113.446,,5263.255,475.536,3891.913,66555.159,20.201,110435.00899999998,33950.44,9193.488,11902.477,73720.80099999999,4632.9685,1549.1065,617847.5299999998,2020,3,27
2020-03-28,103027.671,9255.24,169253.359,7919.891,,5463.166,361.382,3219.92,72859.024,24.106,37490.199,48760.304,13312.979,12453.266,70208.188,5135.016,1499.032,560242.743,2020,3,28
2020-03-29,50371.23299999999,9204.975,153185.091,9760.845,,5201.487,195.1,3486.178,65458.715,3.767,153591.347,51340.133,14354.96,11205.596,62968.291,4947.9295,1381.1675,596656.8149999998,2020,3,29
2020-03-30,57349.771,22029.486,160170.335,11614.991,,5193.858,587.234,3486.452,79605.103,0.995,234929.09800000003,21389.527,572.555,11945.196,66185.55899999998,5063.4485,1370.9685,681494.577,2020,3,30
2020-03-31,62625.326,13685.493,167775.802,11137.728,,5796.722,562.15,2909.836,80968.46,2.663,209342.042,20746.396,927.398,11411.533,65152.88099999999,4809.853,1483.872,659338.1549999999,2020,3,31
2020-04-01,88548.545,12914.929,167675.102,14030.561,,5486.355,1432.382,2555.093,87057.565,13.535,86096.515,32507.785,5201.558,11421.579,66335.27900000001,4715.392,1415.567,587407.742,2020,4,1
2020-04-02,76169.984,6843.529,167283.052,13581.86,,5656.511,1892.654,2430.52,84105.041,4.129,121764.94200000002,36080.186,9359.831,12199.111,67103.36600000001,4872.184,1314.759,610661.659,2020,4,2
2020-04-03,80407.467,12694.421,166850.733,13554.517,,5096.89,703.63,2396.561,91488.368,5.129,97805.10700000005,54222.464,19211.439,12268.135,66873.49300000002,4825.1395,1248.3885,629651.8820000002,2020,4,3
2020-04-04,48637.84000000001,18883.582,125363.41,13551.28,,5516.042,563.402,2629.522,82739.916,3.677,188953.295,44787.189,7357.96,11336.98,60792.70299999999,4590.755,1252.934,616960.487,2020,4,4
2020-04-05,50672.41999999999,11524.776,121322.255,13612.719,,5523.415,645.914,2862.963,84483.425,0.514,188727.04400000005,43754.453,7299.508,10080.382,55462.66100000001,4716.9695,1195.2455,601884.664,2020,4,5
2020-04-06,80473.53499999999,20102.568,132801.533,13741.567,,6001.116,599.77,3090.38,95600.676,0.06,88441.11199999996,29870.941,961.207,10530.745,64064.39399999999,4785.6695,1201.4855,552266.7589999998,2020,4,6
2020-04-07,83029.207,9877.137,136985.955,13748.287,,5835.778,650.281,2930.436,89339.218,4.367,76618.084,35837.74,6694.107,11004.485,64645.616,4875.9425,1265.9755,543342.6159999999,2020,4,7
2020-04-08,78351.371,7543.444,137703.82,13863.5,,5435.752,333.195,3077.906,85537.696,21.89,66729.98599999999,47077.491,7195.983,11140.56,65835.00399999999,4709.4755,1137.9965,535695.07,2020,4,8
2020-04-09,67380.839,9190.938,137359.681,13915.394,,5063.148,217.012,2516.807,94529.864,57.742,91116.81700000002,28529.318,160.576,11744.042,61844.111,4646.313,1009.752,529282.354,2020,4,9
2020-04-10,65035.08100000001,8396.592,136971.576,13909.747,,4840.486,206.636,2551.814,103789.87,59.354,85360.43699999999,31546.239,3545.29,11236.834,59913.52900000001,4677.022,1013.505,533054.012,2020,4,10
2020-04-11,69584.33400000002,5458.446,136666.635,13921.071,,5154.246,361.917,3488.195,84325.403,69.007,74758.50899999999,39269.601,4090.507,11491.657,59448.02900000001,4758.228,1065.919,513911.704,2020,4,11
2020-04-12,59167.791,9589.197,136248.347,13959.033,,5729.007,363.245,3920.462,84336.275,58.145,105120.06700000002,40082.488,10690.046,10911.991,57054.802,5030.221,1269.211,543530.3280000001,2020,4,12
2020-04-13,67601.495,9322.479,150067.61,9359.096,,6221.8,953.802,4561.839,83508.275,34.428,75169.787,35014.693,5296.357,11106.045,63490.46599999999,4987.287,1277.593,527973.052,2020,4,13
2020-04-14,79429.507,9064.247,155290.184,6908.854,,6065.531,575.351,4114.53,68288.051,15.7,99032.495,35043.993,7809.682,11216.339,67275.258,4783.3875,1290.8545,556203.9639999999,2020,4,14
2020-04-15,76980.67499999999,11253.308,141749.238,9318.521,,6157.263,494.87,4368.078,66939.193,7.715,190741.951,27806.367,3442.691,10802.528,66472.43599999999,4589.201,1243.62,622367.6550000001,2020,4,15
2020-04-16,81091.46900000001,10367.021,141799.747,5219.038,,5667.542,425.97,3829.893,53933.517,1.295,210902.32600000003,34319.613,3401.786,10639.449,66054.134,4398.1225,1212.4315,633263.354,2020,4,16
2020-04-17,99926.47000000002,10914.156,141890.295,5678.849,,6056.209,522.878,4431.575,49928.471,-0.473,160819.64499999996,31475.749,1531.478,10372.402,66581.77500000001,4173.098,1080.914,595383.491,2020,4,17
2020-04-18,108539.853,28057.284,141656.21,9512.191,,5539.289,196.231,3327.249,67138.591,36.302,47955.28599999999,36857.109,6966.662,10952.43,65630.36600000001,4226.7485,992.7955,537584.5970000001,2020,4,18
2020-04-19,105324.70500000005,2937.79,141646.431,9313.765,,4989.435,1205.574,2657.824,70678.994,52.976,75030.426,34286.019,11825.373,10772.362,60360.84700000001,4533.2655,972.2315,536588.0180000002,2020,4,19
2020-04-20,106318.422,16497.659,141407.933,9418.786,,5291.307,409.458,3041.938,54539.317,66.966,134949.331,36699.502,3573.166,10226.953,63002.772,4354.012,808.631,590606.153,2020,4,20
2020-04-21,120211.37899999999,6454.668,141318.008,9572.247,,4878.544,330.986,2882.313,54266.88,88.762,180404.52000000005,29903.39,4214.865,10454.662,63217.16899999999,4291.1615,1203.2995,633692.854,2020,4,21
2020-04-22,122176.71499999998,18010.793,141091.67,9916.517,,5057.505,221.887,2406.77,58033.964,66.502,135228.804,42300.304,13563.396,10815.863,65079.69200000001,4367.474,1091.808,629429.6639999999,2020,4,22
2020-04-23,150029.79100000003,13919.486,140843.745,9420.803,,5440.22,276.899,2561.52,59171.103,47.531,63672.27600000001,44478.898,12719.644,11934.502,68327.78,4516.5655,1115.2795,588476.043,2020,4,23
2020-04-24,146491.697,10494.821,132695.102,9508.735,,5386.59,340.157,2821.548,60132.743,53.988,84818.77200000001,47002.989,10089.491,12093.102,69202.073,4694.7435,1143.6635,596970.2150000001,2020,4,24
2020-04-25,135543.32899999997,4105.732,132602.94,7729.94,,5308.552,297.5,3387.315,73818.85,38.336,37130.96800000001,33920.289,709.716,12311.709,67169.511,4799.193,1194.602,520068.48199999996,2020,4,25
2020-04-26,132558.19700000001,3182.202,132335.922,3322.824,,5887.992,317.239,3586.513,75706.443,18.302,58182.84300000002,35089.153,3094.365,12328.994,64781.228,4686.782,1192.703,536271.702,2020,4,26
2020-04-27,146605.607,7327.913,119713.504,7838.394,,6285.718,275.704,4429.085,64278.545,16.775,115062.98899999999,35276.681,2919.56,12132.435,69899.794,4700.266,1193.6,597956.5699999998,2020,4,27
2020-04-28,134375.176,7247.56,104907.04,7720.256,,5842.666,364.766,3720.77,56025.329,20.215,182665.94100000005,45529.928,7862.09,12042.754,68373.20499999999,4672.296,1195.565,642565.5569999998,2020,4,28
2020-04-29,110965.73000000003,7227.471,91303.171,5042.365,,5649.98,318.986,4467.082,44731.254,58.696,250424.744,56771.4,18659.09,10632.312,63977.10800000001,4792.721,1227.725,676249.8350000001,2020,4,29
2020-04-30,90745.981,4946.826,90053.94,4948.954,,5139.061,218.405,3876.823,39060.623,69.56,321082.165,43242.644,7418.013,11556.451,60543.27400000001,4761.6945,1218.8175,688883.232,2020,4,30
2020-05-01,73209.142,14327.376,90110.905,-1038.624,,5107.127,223.276,3710.766,57941.407,34.445,269988.14,53296.985,15792.85,11645.923,51690.962,4985.958,1307.516,652334.1539999999,2020,5,1
2020-05-02,93726.338,16692.028,89953.548,2288.557,,5780.405,286.767,4022.119,74305.507,16.588,153436.911,60830.254,25501.168,11431.314,55568.54499999999,4853.643,1298.222,599991.914,2020,5,2
2020-05-03,87496.447,10020.152,89177.886,4903.109,,5759.817,183.47,4231.107,81238.663,8.262,64515.79499999999,60756.849,26013.856,11331.435,57035.39499999999,4605.9345,1214.8415,508493.01899999985,2020,5,3
2020-05-04,81710.026,15373.522,96691.079,9013.05,,6140.133,369.962,4718.876,58594.209,8.963,224363.03599999996,51930.963,16438.122,10606.073,63673.69400000001,4552.083,1149.181,645332.9719999998,2020,5,4
2020-05-05,126322.48399999998,14602.241,104274.499,6661.991,,5777.51,222.002,3576.998,58703.307,24.536,109457.631,54139.998,17169.147,12033.416,67305.545,4596.383,1196.212,586063.9000000001,2020,5,5
2020-05-06,132321.032,15851.997,104335.866,9464.575,-0.001,5851.011,243.371,4287.854,67615.464,34.094,52368.62100000001,59207.483,21009.383,12459.136,66747.56000000001,4624.2355,1259.9395,557681.6209999999,2020,5,6
2020-05-07,117851.691,4482.534,104373.236,9454.41,,5716.891,558.747,4465.403,61031.919,27.098,155544.75600000002,46859.106,8949.76,12521.106,67704.207,4683.3175,1262.8265,605487.008,2020,5,7
2020-05-08,108692.77999999998,3260.215,104276.695,9417.051,,5809.994,447.681,4018.994,58780.855,6.951,116741.638,57076.341,20811.442,12569.66,68372.60499999998,4432.1355,949.8565,575664.894,2020,5,8
2020-05-09,95552.021,5235.118,104255.439,13429.007,,5873.906,289.668,4234.815,83778.148,27.126,108662.944,42589.76,6192.747,12259.125,65469.608,4343.845,920.769,553114.0459999999,2020,5,9
2020-05-10,84863.51199999999,5094.249,104378.312,7665.809,,5398.766,243.663,3875.817,70289.866,72.552,152268.42899999995,37297.971,7015.125,12071.885,62649.129,4663.6035,1232.4755,559081.1639999999,2020,5,10
2020-05-11,94381.69600000003,6156.856,104587.702,9577.962,,6176.405,372.307,4402.481,54534.618,37.111,185886.363,43160.154,4085.624,11634.539,67586.80799999999,4867.0665,1301.9745,598749.6669999999,2020,5,11
2020-05-12,140041.48300000004,26509.559,104519.986,9634.713,,6153.051,404.714,4554.187,77843.49,48.018,62050.099,24329.854,1320.599,12133.222,72466.53799999999,4830.4735,1320.6745,548160.6609999998,2020,5,12
2020-05-13,134167.973,4114.691,104347.597,9551.101,,5877.832,740.184,4357.748,77023.196,43.881,68485.35600000001,42669.957,3780.626,12185.81,72748.48,4795.0015,1340.3545,546229.7880000001,2020,5,13
2020-05-14,105041.032,4638.418,104407.391,5003.045,,5763.347,695.948,4487.339,63553.618,52.873,149603.793,25843.616,589.419,12514.421,72249.93900000001,4834.1685,1291.9955,560570.363,2020,5,14
2020-05-15,103657.59400000003,3167.906,104477.949,5095.094,,6112.427,353.103,4415.572,54975.718,74.614,180638.79499999995,34694.045,4583.018,12187.459,70601.76,4952.0005,1337.9375,591324.9919999999,2020,5,15
2020-05-16,90886.172,5895.826,104598.833,7902.125,,5339.878,313.096,3065.659,63200.203,53.965,192934.66000000003,40806.92,9496.945,11893.674,65054.60399999999,4801.4485,1304.6165,607548.6250000001,2020,5,16
2020-05-17,81866.827,6454.515,105778.994,3339.402,,5031.525,508.348,2592.634,74170.841,48.736,113556.40500000001,53793.293,16051.407,11891.449,63644.44200000001,4477.987,1107.342,544314.147,2020,5,17
2020-05-18,90726.055,2957.821,94487.097,7788.977,,5193.128,1332.333,3147.608,81357.588,70.83,102339.90800000002,65258.962,26498.669,13041.052,70132.781,4536.541,1089.873,569959.2230000001,2020,5,18
2020-05-19,79951.037,4086.608,97576.889,9622.5,,5180.487,1530.439,3833.23,91135.63,86.502,105471.64799999999,65141.95,28307.79,13948.293,72195.312,4589.553,1175.115,583832.9829999999,2020,5,19
2020-05-20,80184.82100000001,14928.142,97583.816,10820.197,,4820.972,1001.288,3912.404,97251.578,128.847,53044.08499999999,65164.911,27744.312,13836.014,72450.155,4875.699,1161.327,548908.5680000001,2020,5,20
2020-05-21,91183.296,7863.615,97420.577,10762.773,,5003.633,606.385,4242.481,99792.493,131.475,52270.411,62665.596,28179.25,13656.32,72760.13799999999,3996.771,1042.324,551577.5380000001,2020,5,21
2020-05-22,102477.359,3186.746,97345.493,9664.796,,5372.251,264.983,3791.688,101839.623,127.744,52115.389,63224.407,28262.379,13934.243,73090.45899999999,4574.7565,945.1335,560217.4500000001,2020,5,22
2020-05-23,67321.969,1627.067,97304.651,7964.925,,5213.807,464.53,2767.749,67790.068,84.768,156428.713,60766.492,27768.475,13632.227,67152.74700000002,4509.917,1021.96,581820.065,2020,5,23
2020-05-24,64920.63799999998,4994.002,97218.475,5325.106,,5439.629,551.625,2740.645,57760.053,48.719,164245.85100000002,59077.865,27241.063,12518.606,62873.023,4643.107,1232.968,570831.375,2020,5,24
2020-05-25,71125.818,15652.861,97207.387,5047.775,,6502.94,1351.622,3181.693,90673.739,33.469,156355.23900000003,48820.782,23213.469,13384.703,70864.37999999999,4793.9875,1131.9415,609341.806,2020,5,25
2020-05-26,62891.19,4097.214,97125.786,5019.862,,6400.625,1258.418,3746.792,76470.106,21.609,205516.739,59052.321,22778.377,13938.037,70603.13299999999,4527.699,931.782,634379.6900000001,2020,5,26
2020-05-27,68696.80399999999,3903.601,96963.761,7631.633,,6396.414,1805.513,3684.234,91671.294,22.918,172557.80400000003,62788.408,24039.272,14068.853,70996.96399999999,4928.3435,1234.1825,631389.9990000001,2020,5,27
2020-05-28,79985.09200000002,11064.228,96595.086,10600.463,,6725.189,1298.53,2922.656,112557.651,15.404,119241.90100000003,63687.416,24612.061,14089.248,71037.219,4766.0045,1239.7965,620437.9450000002,2020,5,28
2020-05-29,99311.81600000002,5157.148,96630.061,10479.701,,6396.479,523.809,3481.944,128051.219,8.694,73825.349,65171.776,26245.391,12060.167,70753.76699999999,4821.821,1238.964,604158.106,2020,5,29
2020-05-30,77839.44,661.664,96684.645,10460.943,,6087.723,218.592,3086.225,96737.749,23.567,98129.23200000002,61568.625,24315.816,10989.808,66946.865,4947.134,1263.212,559961.2400000001,2020,5,30
2020-05-31,71856.48499999999,1581.972,94268.12,10211.452,,5640.613,279.935,2510.735,109775.478,18.349,92636.67799999999,45090.224,8477.189,10822.659,64729.121,4952.1725,1145.6205,523996.8029999999,2020,5,31
2020-06-01,104347.58600000002,1915.855,93961.772,11085.798,,6531.933,1000.678,2868.423,149539.975,1.877,46947.93,54494.879,12065.698,9958.895,70349.161,4907.862,1089.749,571068.0709999999,2020,6,1
2020-06-02,110182.69100000002,3024.274,97775.113,12735.411,,5977.917,806.136,2644.054,154037.506,-1.016,42483.48400000001,53120.278,14626.286,10003.172,73817.476,4932.4925,1319.7255,587485.0,2020,6,2
2020-06-03,90673.531,324.101,103170.786,14375.04,,6092.878,1500.525,2958.471,161182.185,-0.839,86534.613,56896.546,20980.335,11382.073,73081.596,5139.2045,1346.3135,635637.359,2020,6,3
2020-06-04,84255.01399999998,4967.64,114014.051,14081.467,,6549.898,982.037,3591.766,101630.407,-0.374,202420.75399999996,40058.829,7900.226,12390.446,72554.70999999999,5353.6245,1662.5195,672413.015,2020,6,4
2020-06-05,84647.684,5608.288,120344.832,10496.426,,5676.298,559.152,2731.07,119345.104,15.893,111209.698,65650.999,21379.219,12705.187,73519.95499999999,5497.3805,1694.8275,641082.013,2020,6,5
2020-06-06,66947.17200000002,2409.985,121302.176,8903.797,,5483.045,467.575,3248.9,114387.113,0.884,92723.53900000003,61849.842,25590.893,12714.18900000001,70382.65900000001,5320.763,1662.382,593394.9140000001,2020,6,6
2020-06-07,61667.59,1517.788,121437.797,9428.337,,5372.783,471.163,2802.785,81729.213,12.662,193729.82299999995,49649.537,16489.493,12897.778,67923.08100000002,5280.0185,1583.6225,631993.4710000001,2020,6,7
2020-06-08,63522.95,5186.401,121526.381,11556.436,,5656.813,1198.784,2585.961,110511.039,34.098,176726.66999999995,55299.37,22438.45,12901.819,74212.63399999998,5045.1065,1624.1445,670027.0569999999,2020,6,8
2020-06-09,73474.734,14361.574,121538.475,16445.572,,5160.586,425.998,3002.498,119054.348,57.622,138168.89100000003,60481.736,25233.168,12567.657,74649.26500000001,4835.725,1365.091,670822.94,2020,6,9
2020-06-10,77728.275,18227.088,121460.218,22672.46500000001,,4917.123,925.044,2346.984,127415.944,45.541,87730.21200000003,60298.761,23866.912,13441.921,73469.404,4487.461,1171.881,640205.234,2020,6,10
2020-06-11,61803.29599999998,1539.478,116076.807,16676.131,,5644.085,1367.048,3579.013,87852.32,36.594,209192.26000000004,55260.239,19305.568,13138.283,74230.652,4785.3965,1221.1655,671708.336,2020,6,11
2020-06-12,68455.69900000001,12642.184,115681.095,8957.877,,6213.132,762.616,3618.7,59855.932,21.768,255372.536,51154.884,10537.398,13405.403,73452.04199999997,4823.7005,1380.3985,686335.3650000001,2020,6,12
2020-06-13,63364.306,2368.962,115642.492,7143.351,,6173.779,537.915,2962.42,81256.65,3.581,169810.74300000002,62206.218,19542.376,14201.049,71245.375,5414.1925,1608.1645,623481.574,2020,6,13
2020-06-14,59629.314,3671.951,115545.95,8205.495,,5585.039,438.772,2410.782,99773.373,5.202,81071.56500000002,63865.287,26710.695,13287.677,70253.834,5394.8115,1598.9325,557448.6799999999,2020,6,14
2020-06-15,72449.84599999999,17406.76,114870.805,14378.305,,6063.367,1437.301,3733.598,148129.152,16.218,83710.39199999999,64715.946,29270.925,12750.176,75101.182,5567.1475,1521.0995,651122.22,2020,6,15
2020-06-16,74560.41199999998,7920.215,115494.174,12408.067,-0.001,6668.501,1466.164,3496.704,162456.598,11.889,114225.379,54403.09,23221.274,13371.103,74992.229,5515.225,1557.398,671768.4210000001,2020,6,16
2020-06-17,82445.566,2477.205,120628.919,9635.856,0.001,6738.826,1776.488,4147.392,170236.604,6.452,65007.89400000001,63016.837,27047.541,13402.415,74811.481,5501.3555,1553.5535,648434.386,2020,6,17
2020-06-18,75688.498,741.759,119988.429,9646.478,,6437.705,1211.657,3592.757,156813.556,30.934,49161.56599999999,64004.95,30181.978,13569.788,77256.68500000001,5268.3495,1573.3965,615168.4860000001,2020,6,18
2020-06-19,73502.581,299.11,119840.068,9645.513,,5311.926,355.218,2316.47,149917.445,35.342,62153.40300000001,63662.789,29548.096,13656.357,77990.251,5259.9385,1508.0445,615002.552,2020,6,19
2020-06-20,56689.60500000001,2095.938,124449.599,9631.449,,5077.202,320.715,2453.688,134718.424,34.909,63655.18000000001,67502.179,30582.212,13129.758,72984.38599999998,5303.603,1561.219,590190.066,2020,6,20
2020-06-21,51264.22199999999,875.945,138470.776,9311.424,,4631.362,304.756,2270.596,102648.758,36.01,99134.236,68106.316,30873.259,12624.16,70072.98499999999,5188.637,1494.089,597307.531,2020,6,21
2020-06-22,70023.17100000002,15395.288,124934.451,11706.891,,5506.016,940.029,2590.578,140875.278,37.544,134034.20100000003,67565.892,30626.087,11599.34,73168.28000000001,5225.159,1361.643,695589.848,2020,6,22
2020-06-23,87632.355,12106.138,119322.538,9765.8,,5915.743,626.741,2210.131,161635.697,36.811,107379.423,64448.76,26859.632,10980.719,72320.11600000001,4923.9825,1218.3105,687382.8970000001,2020,6,23
2020-06-24,73744.71800000001,3510.339,119156.994,10375.186,,5912.387,351.224,2351.645,165103.308,34.502,94573.79900000001,50681.049,22156.134,11018.946,72387.766,4307.417,1444.799,637110.213,2020,6,24
2020-06-25,84391.165,354.081,119193.558,15551.46,,5307.526,748.862,2095.391,178543.988,40.823,89208.08,61260.85,25420.128,11334.069,74260.353,4349.6635,1414.2315,673474.229,2020,6,25
2020-06-26,84370.30300000001,88.58,119603.386,18020.46600000001,,5296.392,761.821,2101.143,166895.883,40.619,120228.06899999997,59374.312,23161.409,13373.068,75134.00800000002,4536.617,1432.264,694418.34,2020,6,26
2020-06-27,69425.27399999999,3294.197,116029.491,12520.767,,5152.49,537.079,2081.026,139124.581,36.493,98675.727,65698.213,27063.255,14606.723,71823.44,4377.614,1224.453,631670.823,2020,6,27
2020-06-28,65409.91,764.002,134224.504,10967.551,,4836.476,505.535,2044.538,134516.526,34.873,70176.262,65382.1,30279.941,13988.762,69469.033,4187.117,1053.414,607840.544,2020,6,28
2020-06-29,80600.64500000002,6177.897,150462.882,12117.432,,5930.632,702.151,2131.886,157697.176,36.654,98626.494,65402.897,30194.167,13376.83100000001,72936.094,4289.306,1059.669,701742.8130000001,2020,6,29
2020-06-30,93524.645,1137.32,165232.767,13013.344,,6377.912,1180.997,2326.773,169644.126,39.062,99904.20400000003,62183.708,28494.093,12230.23,71822.292,4077.2745,1007.0535,732195.801,2020,6,30
2020-07-01,89486.495,288.771,166751.407,12147.698,,6309.023,1439.83,2549.042,190085.791,55.102,95440.01899999999,66242.03,28612.08,13377.259,72727.783,4345.8325,1297.9215,751156.0840000001,2020,7,1
2020-07-02,74496.01799999998,2971.456,166919.916,12409.867,,5780.165,1129.291,2787.71,199069.55,136.44,127561.809,66087.052,30853.055,13420.15,76283.21299999999,4233.925,1328.78,785468.3970000001,2020,7,2
2020-07-03,51459.57899999999,4389.584,167614.522,12449.52,,6058.559,1231.876,2800.556,194501.493,131.533,140908.03100000002,65260.276,31305.731,13094.641,77504.229,4215.1415,1164.6965,774089.968,2020,7,3
2020-07-04,45789.12900000001,4615.683,168059.935,10829.016,,5447.082,1318.543,2895.805,139375.773,120.681,106023.91300000002,66809.271,31829.365,12462.092,71888.87900000002,3991.5785,1003.9465,672460.6919999998,2020,7,4
2020-07-05,45433.13800000001,2686.751,167802.623,9897.768,,5478.431,1193.696,3458.332,130726.408,120.509,120667.839,66364.748,30903.296,11632.86,69227.354,4177.8635,1306.4615,671078.078,2020,7,5
2020-07-06,55162.235,9507.653,167586.444,8168.307,,6691.193,1863.97,4716.208,176510.335,133.723,207134.44,64577.996,30376.495,11092.399,74110.86,4044.275,1376.626,823053.159,2020,7,6
2020-07-07,62477.37900000001,14784.24,165272.884,6983.44,,7340.042,2118.966,5418.306,220833.057,111.814,131942.01799999998,63589.974,25264.814,11656.606,73702.812,4240.2115,1415.3015,797151.865,2020,7,7
2020-07-08,62363.00999999999,12664.824,166398.235,6592.333,,7027.845,1334.506,4356.746,242797.001,110.322,157183.919,50634.87,15212.369,11985.332,76065.947,4121.6365,1353.1685,820202.064,2020,7,8
2020-07-09,57596.744,4641.989,167591.366,9313.574,,6514.977,1060.065,3558.697,269984.405,144.605,104431.615,58752.169,24084.468,10965.354,76948.655,3739.763,1323.702,800652.1480000002,2020,7,9
2020-07-10,51673.86099999999,1997.091,167451.249,9872.712,,6292.442,1343.827,3947.342,224340.417,141.888,137233.56000000003,63832.054,27278.034,11911.76,77622.178,3996.8155,1339.7355,790274.9659999999,2020,7,10
2020-07-11,48389.35399999998,6861.73,158024.587,5525.123,,6149.021,1047.139,3311.519,139084.517,138.517,222362.485,63117.509,25549.01,10909.541,72089.85800000001,4052.3195,1351.7355,767963.9649999999,2020,7,11
2020-07-12,39574.11000000001,4440.851,160125.805,5376.291,,5868.067,907.217,3728.285,128507.769,103.806,177679.113,50692.274,21226.909,10738.628,69793.63600000001,4270.341,1422.362,684455.464,2020,7,12
2020-07-13,53600.82099999999,4771.701,166490.682,6815.562,,6547.845,1571.272,3867.875,174841.489,77.787,192444.88100000005,63604.565,25106.105,9786.344,75244.68300000002,4175.9955,1194.6225,790142.23,2020,7,13
2020-07-14,52737.75699999998,4201.498,166929.11,6925.316,,6442.172,1558.917,4409.082,178088.826,112.206,201168.34699999995,54871.624,22045.426,10776.405,77660.298,3564.6245,1081.3525,792572.9609999999,2020,7,14
2020-07-15,51933.48300000001,8232.679,167133.535,6709.143,,6032.872,3244.494,2558.748,178593.201,106.228,226237.58299999996,62739.916,26153.965,10211.316,77298.66199999998,3859.746,1128.361,832173.932,2020,7,15
2020-07-16,52532.964,11387.219,167219.201,7185.573,,7106.645,1893.425,3760.537,206386.001,64.539,194790.444,64455.334,28193.707,9719.756,78582.29200000002,3773.158,1154.684,838205.4790000002,2020,7,16
2020-07-17,54668.21600000001,4636.15,167258.656,6900.448,,7795.767,1740.635,5068.608,204658.356,14.281,208318.75099999996,64181.707,27648.178,10280.381,78064.55900000001,4534.2495,1111.5935,846880.5360000001,2020,7,17
2020-07-18,49854.03500000001,4188.175,167231.034,9868.861,,6710.177,1223.937,4298.38,200641.261,43.371,89952.332,65371.246,28113.4,10596.731,71239.20999999999,5143.422,1385.7,715861.2720000001,2020,7,18
2020-07-19,42865.94000000001,2681.776,167098.462,10370.137,,6438.59,801.998,3730.248,176698.417,127.907,82108.022,63105.166,26677.054,10128.651,68444.10800000002,5202.983,1423.976,667903.4349999999,2020,7,19
2020-07-20,57393.128,8107.753,167132.511,5873.207,,6909.243,1214.458,4376.869,212293.773,146.424,142598.166,60745.386,23132.553,10524.639,73807.263,5106.5205,1345.1165,780707.01,2020,7,20
2020-07-21,49645.007,1202.367,166842.954,5797.071,,7457.549,918.414,3634.755,235303.653,145.45,173805.27700000003,49542.166,11107.741,10865.679,75209.23900000003,5188.0615,1379.7715,798045.155,2020,7,21
2020-07-22,59409.995,5741.691,166962.15,7237.081,,7143.622,1432.518,3611.705,261973.75,143.926,86026.40000000002,58728.387,21190.093,10525.423,74330.296,5420.056,1327.717,771204.8099999998,2020,7,22
2020-07-23,63056.38499999999,3305.502,166981.279,11992.164,,7309.529,1479.977,3556.952,270797.731,145.59,73238.90999999999,63722.705,26345.905,10933.285,74395.78,5179.543,1349.838,783791.0750000001,2020,7,23
2020-07-24,59804.024,3037.865,166751.232,11894.289,,7232.442,1421.194,4188.201,227269.756,141.697,115090.627,63125.633,26933.509,11002.471,75768.20999999999,5325.41,1348.172,780334.732,2020,7,24
2020-07-25,51601.85000000001,3212.727,166793.484,10685.661,,6845.793,1072.698,3792.999,182594.548,140.694,80167.46799999998,64649.71,28496.037,11648.415,71616.919,5155.535,1183.433,689657.971,2020,7,25
