,Hydro,PumpedStorage,Nuclear,Coal,FuelGas,DieselEngines,GasTurbine,SteamTurbine,CombinedCycle,Hydroeolian,Wind,SolarPhotovoltaic,ThermalSolar,OtherRenewables,Cogeneration,NonRenewableWaste,RenewableWaste,TotalGeneration,year,month,day
2014-01-01,73065.05200000001,6970.16,146015.503,25240.655,-4.599,8388.976,1481.931,6117.065,53534.6,,257896.205,7631.801,519.532,11897.24,54043.077,4616.7525,1877.3425,659291.293,2014,1,1
2014-01-02,89171.54500000003,23682.079,146147.546,37546.113,-4.825,8659.002,2325.496,7586.721,52322.227,,270764.404,3836.442,177.784,11564.649,79006.63200000001,4743.0875,1831.7535,739360.656,2014,1,2
2014-01-03,102502.527,23882.275,146198.074,42672.05400000001,-4.767,8734.932,2196.861,8043.085,51254.562,,248822.07800000004,8673.179,1157.242,11891.476,85658.22799999997,4657.517,1599.852,747939.1749999999,2014,1,3
2014-01-04,106840.706,8520.894,146270.916,30782.043,-4.626,8427.393,1620.337,6875.346,32862.777,,315077.619,8813.196,478.934,12103.26,65312.961,4375.216,1519.458,749876.43,2014,1,4
2014-01-05,117217.635,17345.744,121525.188,24606.925,-4.795,8346.54,1564.459,6511.197,41422.898,,260674.58799999996,10878.603,2137.221,11775.113,64800.182,4462.8175,1729.6255,694993.9409999999,2014,1,5
2014-01-06,110841.69399999997,12002.167,138871.873,24126.403,-4.589,8373.682,1392.053,6032.249,44002.059,,200748.21000000005,14575.066,3387.373,11760.383,72983.825,4695.671,1870.948,655659.067,2014,1,6
2014-01-07,137057.77,14969.236,146590.231,88419.072,-4.666,9071.864,2101.435,7522.42,61452.9,,164116.64800000004,15038.529,4952.227,11433.295,87134.41799999999,4929.0915,1948.4415,756732.9119999998,2014,1,7
2014-01-08,140921.27499999997,13548.455,146607.037,121447.736,-4.62,8880.172,2354.029,7412.564,50235.866,,172744.17400000003,16509.065,5368.879,12135.745,92107.381,5012.773,1921.6,797202.1309999999,2014,1,8
2014-01-09,145404.93899999998,18947.146,146601.481,163968.872,-4.841,9236.782,2648.73,7573.813,67803.967,,87870.35500000001,13483.75,3597.518,12587.381,93641.83,5090.702,1979.683,780432.108,2014,1,9
2014-01-10,146323.349,18990.914,146618.268,180354.93399999995,-4.835,8823.617,2078.668,7488.439,78567.867,,74146.85600000001,9637.23,767.653,12718.091,94233.297,5090.6715,1942.0285,787777.0480000001,2014,1,10
2014-01-11,148799.59300000002,13138.34,146659.705,176164.60899999994,-4.376,8470.519,2174.616,6969.413,59293.168,,28923.31800000001,11343.641,3437.767,12892.435,75044.95099999999,5127.7985,1896.3225,700331.82,2014,1,11
2014-01-12,127057.43199999999,12486.473,146617.966,90047.08800000002,-4.236,8751.235,1259.437,6341.824,37154.746,,142409.78900000002,11090.636,1252.3,13067.05,71351.37199999999,4966.4885,1861.4545,675711.0550000002,2014,1,12
2014-01-13,146286.975,17112.838,146536.943,79545.57699999999,-4.723,8961.305,1717.139,7249.543,59456.535,,218591.85900000003,8208.454,1158.206,12809.026,88853.20599999999,4947.915,1661.961,803092.7590000001,2014,1,13
2014-01-14,134555.72499999998,12181.095,146393.731,70246.43,-5.015,8869.375,1563.808,7241.835,46121.797,,289846.808,7283.451,405.388,12362.41,89119.48,4755.5265,1721.6925,832663.5370000001,2014,1,14
2014-01-15,142618.91,15170.901,146442.99,90809.471,-5.199,8961.682,2068.971,7689.113,67316.523,,195016.398,6902.819,823.343,12428.729,92040.11099999998,4732.8435,1746.4135,794764.0190000001,2014,1,15
2014-01-16,140457.456,11263.2,146303.895,87311.91300000002,-5.066,9062.133,2077.099,7691.602,62433.983,,218889.29700000005,7648.331,329.909,12676.106,91822.34899999997,4689.2155,1727.5095,804378.932,2014,1,16
2014-01-17,141433.91499999998,10146.678,146092.925,87312.96699999999,-4.802,8975.572,1626.589,7681.737,62244.389,,211964.124,11945.32,668.139,12849.726,92542.349,4549.176,1849.165,801877.969,2014,1,17
2014-01-18,146938.396,10425.769,145939.539,83747.615,-4.33,8800.065,1109.903,7328.771,49935.804,,142684.55999999997,9120.161,391.558,12987.735,73859.53499999999,4399.922,1601.647,699266.6499999999,2014,1,18
2014-01-19,127720.689,12001.525,137185.067,42537.851,-4.238,8630.502,1027.194,6865.07,50534.291,,177407.21700000003,11021.692,2588.328,12315.715,71862.903,4575.607,1346.273,667615.6860000001,2014,1,19
2014-01-20,144555.38000000003,13572.398,143881.363,73460.842,-4.974,9345.619,1557.754,7342.984,66195.412,,249820.168,17317.75,4470.638,11659.73000000001,88772.923,4535.5275,1335.9625,837819.4770000001,2014,1,20
2014-01-21,155319.027,12251.942,145898.402,113044.953,-4.991,9421.176,1596.454,7575.441,85020.088,,189593.033,10746.462,873.445,12012.489,90927.369,4611.8325,1325.5055,840212.628,2014,1,21
2014-01-22,153675.451,11545.977,145933.913,118659.309,-5.124,9149.689,1984.666,7649.731,91434.886,,180195.94499999995,10110.534,807.857,11904.225,90803.72900000004,4408.304,1326.973,839586.0650000001,2014,1,22
2014-01-23,154527.977,7064.865,146006.682,105694.654,-5.428,8980.364,1506.232,6995.183,71019.965,,200523.23999999996,20917.216,7907.727,12237.642,90330.182,4476.4295,1322.2955,839505.2259999999,2014,1,23
2014-01-24,144196.43099999998,11303.795,146001.663,77994.916,-4.777,8835.962,2488.079,6184.047,57360.74,,264254.2029999999,17907.167,6467.507,12887.098,91445.532,4505.7035,1305.2725,853133.3389999998,2014,1,24
2014-01-25,139108.46600000001,13837.899,146106.692,30822.08900000001,-4.152,8913.893,1225.162,5480.738,36819.803,,271953.251,16660.713,5599.211,13146.385,70834.397,4513.3105,1330.7185,766348.576,2014,1,25
2014-01-26,132468.684,13224.832,150204.298,21755.844,-4.197,8587.129,1070.167,4802.717,41157.365,,239184.74600000004,18287.051,4737.478,12848.496,66854.591,4288.0975,1319.0455,720786.3440000002,2014,1,26
2014-01-27,134185.01700000002,18613.625,157814.667,27476.44800000001,-4.58,9112.699,1586.942,6437.366,45272.89,,329180.294,16418.597,2277.655,12267.531,81659.36600000001,4069.2015,1255.8845,847623.603,2014,1,27
2014-01-28,150887.59,21311.453,164368.976,29039.46800000001,-4.926,8973.16,2135.645,6227.158,31543.84,,329041.904,11395.691,1785.744,12312.629,82936.73600000002,4324.368,1274.917,857554.3529999999,2014,1,28
2014-01-29,174746.23100000006,20065.004,147981.77,47871.97399999999,-5.143,9422.053,1603.816,7322.118,103908.437,,197855.93599999996,12132.648,1754.189,11988.802,85900.34899999999,4513.642,1231.985,828293.8110000001,2014,1,29
2014-01-30,169006.172,11504.605,146133.597,47706.68700000001,-5.644,9056.222,1867.052,7248.964,62906.062,,246511.19499999995,20823.57,8353.415,11383.619,86471.583,4244.63,1339.125,834550.8539999999,2014,1,30
2014-01-31,183500.815,16596.36,146111.878,52744.01000000001,-5.655,9134.671,1866.761,7209.253,89398.126,,194253.26,11159.963,1166.488,11991.376,88107.577,4310.6835,1338.7925,818884.359,2014,1,31
2014-02-01,161849.275,8404.084,146035.108,19024.603,-5.158,9420.128,1654.347,6777.778,35667.05,,287870.06000000006,12262.597,1642.332,10769.767,66972.26,4434.008,1259.531,774037.7700000001,2014,2,1
2014-02-02,177293.35499999998,10477.384,147240.146,24512.444,-5.19,9114.492,1559.094,6241.169,63177.557,,165998.945,22786.247,8091.345,10769.245,69097.578,4454.828,1171.447,721980.0859999999,2014,2,2
2014-02-03,188258.22599999997,15034.637,158711.004,36565.139,-5.801,9632.39,1865.361,6408.161,75416.051,,225646.44199999995,11120.897,1586.954,11885.545,85996.96599999999,4423.8645,1151.9805,833697.817,2014,2,3
2014-02-04,194357.59300000005,14104.633,169245.619,31724.078,-5.954,9741.801,3007.733,5992.876,65526.283,,248619.08699999997,11883.014,612.631,12002.309,84395.24799999999,4437.756,1150.031,856794.738,2014,2,4
2014-02-05,164878.127,8727.403,170504.344,29911.55,-5.77,9425.328,2505.253,6952.733,49831.451,,317551.89800000004,11845.261,295.286,11938.248,81799.786,4213.257,1133.634,871507.789,2014,2,5
2014-02-06,179597.777,15184.993,170414.903,30371.33,-5.622,9201.962,2342.53,6896.268,43414.586,,258870.449,15568.855,1301.693,12140.346,80466.18900000001,4182.859,1279.593,831228.711,2014,2,6
2014-02-07,176852.94,10887.774,170375.02,27172.804,-5.601,9493.236,1697.784,6841.611,36217.905,,289287.09200000006,18011.583,2315.482,11184.108,77850.05300000001,3927.3985,1090.6075,843199.797,2014,2,7
2014-02-08,190947.586,7369.83,170280.006,22927.039,-5.304,9438.917,1617.124,5976.68,27244.768,,253118.29700000005,9360.108,653.404,10319.368,57694.31200000001,3527.9215,754.8235,771224.8800000002,2014,2,8
2014-02-09,204256.49099999995,12019.936,170496.282,20910.457,-5.19,9168.697,1291.65,6065.073,32700.784,,185386.24499999997,5652.344,138.479,10112.351,56615.076,3551.769,671.56,719032.004,2014,2,9
2014-02-10,211382.01,16705.527,170753.671,25288.897,-5.676,9413.898,2186.537,6603.714,41646.075,,268216.708,17013.106,4477.456,10145.78,70770.825,3801.28,693.622,859093.43,2014,2,10
2014-02-11,228952.197,23188.861,171045.393,37625.43800000001,-5.413,9272.98,2374.832,6482.225,78209.461,,236204.16399999993,6192.486,253.716,10554.488,73167.06,3838.0905,789.8565,888145.8349999998,2014,2,11
2014-02-12,235809.71699999995,9599.8,171190.526,35903.351,-4.999,9357.877,1974.53,6386.064,68594.312,,231098.25799999997,13733.092,986.893,9805.825,72950.30700000002,4112.598,878.251,872376.402,2014,2,12
2014-02-13,211713.19799999995,3988.835,171104.659,26828.308,-5.068,9290.241,2104.022,6743.539,50041.828,,276506.49399999995,14157.042,705.21,9848.206,64551.48199999999,3570.789,801.306,851950.0909999998,2014,2,13
2014-02-14,218692.344,12099.392,171034.417,26279.24600000001,-4.243,9345.513,1980.064,7067.815,42559.92,,218718.012,16444.431,2004.444,9376.849,61805.51999999999,3839.68,840.961,802084.3650000001,2014,2,14
2014-02-15,232570.446,12268.177,170767.03,26394.303,-3.907,8613.548,1840.247,6358.158,60770.643,,128637.412,12893.458,1302.148,9486.194,51508.614,3888.9235,896.1645,728191.5589999999,2014,2,15
2014-02-16,235188.51100000003,11975.423,171152.861,27920.502,-3.945,8194.075,1415.55,5784.931,55033.705,,68173.54900000001,16820.627,7467.333,9787.95,52104.60600000001,4111.4695,870.2185,675997.3659999999,2014,2,16
2014-02-17,243976.336,19851.885,171100.136,55139.438,-4.7,9564.614,2045.701,6522.166,81731.418,,111830.635,15406.473,2506.084,10240.569,67046.925,4093.503,1018.334,802069.5170000002,2014,2,17
2014-02-18,250695.19,15379.263,171019.165,72025.59600000002,-4.938,9533.885,1649.058,6600.319,77566.098,,100315.305,10999.624,4121.008,10978.004,75320.75500000002,4471.353,1432.313,812101.998,2014,2,18
2014-02-19,234732.96000000005,9150.431,170998.017,41306.048,-4.845,9405.639,1674.859,6463.798,71559.965,,169543.49099999998,25376.744,12551.39,10366.322,72395.73700000001,4964.1035,1789.6845,842274.344,2014,2,19
2014-02-20,228690.59700000004,7470.094,170953.064,28082.419,-4.839,9016.139,1808.009,6506.731,50574.61,,227643.07799999995,15572.82,2890.259,9741.68,63732.302,5033.6335,1797.0325,829507.6290000001,2014,2,20
2014-02-21,223260.49800000005,10794.63,170962.266,28155.828,-4.913,8745.755,2126.423,6057.488,51797.204,,219366.67699999997,20958.747,4636.62,10149.413,64349.99299999999,4967.945,1857.843,828182.4170000001,2014,2,21
2014-02-22,211822.81,15741.467,171039.058,27664.69700000001,-4.617,8486.809,2381.095,6093.625,41286.869,,147221.99599999998,24388.962,12846.042,10282.515,53753.71700000001,5077.2645,1855.3715,739937.6810000001,2014,2,22
2014-02-23,161008.345,13140.995,171041.543,20672.708,-4.626,8515.432,1608.954,5455.933,35457.496,,162004.78099999996,27395.978,7264.601,9720.07,50127.547,4867.541,1845.171,680122.4689999999,2014,2,23
2014-02-24,215378.36400000003,21406.561,170668.524,32138.77100000001,-4.784,8943.582,1893.57,5765.695,65917.725,,154956.42700000003,14042.031,7904.963,10698.214,66552.81899999999,4918.7,1800.523,782981.685,2014,2,24
2014-02-25,201643.15500000003,13819.813,170974.612,28220.808,0.708,8582.831,2516.313,6189.043,41491.825,,255188.88600000003,15897.581,2451.299,10232.306,64291.89699999999,5108.05,1808.283,828417.4100000001,2014,2,25
2014-02-26,202422.245,18750.555,170983.937,34182.748,-4.848,7990.869,2701.7,5878.183,68904.107,,204522.95899999997,21200.097,9030.251,10832.24,66148.004,4948.4365,1687.6025,830179.086,2014,2,26
2014-02-27,214545.45499999996,19220.032,170966.294,39709.096,-4.931,8054.993,2810.794,5780.585,76653.177,,192820.724,11490.125,854.396,11276.896,66560.30900000001,4900.255,1790.266,827428.4659999999,2014,2,27
2014-02-28,162475.41899999997,12459.576,170879.89,27433.78100000001,-4.579,8376.111,2772.352,5849.755,33600.995,,312207.88600000006,15909.07,2372.783,9352.625,58030.172,4897.3675,1752.0285,828365.2320000001,2014,2,28
2014-03-01,147343.84399999998,15624.792,171049.511,26823.629,-4.766,8510.628,1945.406,5255.607,33296.097,,277579.48600000003,7461.922,3.768,9119.414,46441.06199999999,4741.4485,1683.7205,756875.5690000004,2014,3,1
2014-03-02,133714.65999999997,7485.947,171029.159,19205.9,-4.531,8186.601,1632.694,4690.683,31534.713,,235870.487,14212.54,76.35,8814.496,43624.072,4474.4695,1629.9665,686178.207,2014,3,2
2014-03-03,140934.55200000003,17094.391,171029.978,27471.09,-4.641,8482.358,2185.914,5492.609,30916.38,,302660.9009999999,20297.958,2083.604,8622.656,49913.989,4585.2375,1703.7355,793470.7119999998,2014,3,3
2014-03-04,152723.833,11203.092,170985.718,30368.145,-5.196,8298.62,1743.234,4757.476,32654.55,,300909.465,22863.774,7297.369,8634.392,51666.75200000001,4097.3575,1184.7145,809383.2960000001,2014,3,4
2014-03-05,189631.91,10775.284,171070.998,33198.81999999999,-5.183,8635.552,2456.564,5776.041,68247.471,,207525.95000000004,23767.319,14018.177,8880.343,56871.171,3695.7365,870.5135,805416.6670000001,2014,3,5
2014-03-06,208362.698,9910.601,170986.357,57740.294,-4.651,8654.666,2361.047,6218.15,74039.657,,96748.767,29528.031,21764.755,10340.276,70846.064,3926.072,910.213,772332.997,2014,3,6
2014-03-07,211890.41800000003,8468.76,170723.989,56786.02500000001,-4.371,8624.064,2708.379,6396.668,69066.736,,74231.12199999997,30115.854,23097.229,10027.346,73934.52199999998,4034.1905,925.2015,751026.1330000001,2014,3,7
2014-03-08,181243.152,15619.343,170620.934,30014.68100000001,-4.11,8367.084,1530.522,4465.128,35350.227,,119842.97599999997,30750.951,23026.88,9658.9,46254.02699999999,3931.402,897.267,681569.364,2014,3,8
2014-03-09,162593.367,13224.944,170929.314,21107.239,-4.051,8118.875,1591.076,4256.695,42406.044,,140018.50600000002,26662.717,6261.948,9016.068,41113.00800000001,3317.9115,841.9775,651455.6390000001,2014,3,9
2014-03-10,189519.295,10649.684,170905.695,32239.617,-4.533,8507.837,2544.112,5080.696,60348.311,,130053.77400000002,30796.825,22197.464,9279.818,63989.309,3360.5415,863.6335,740332.079,2014,3,10
2014-03-11,188017.473,10515.876,170865.804,39328.12500000001,-4.859,8373.767,2439.943,5253.018,58492.528,,152661.563,28589.643,23558.075,9866.369,67098.95,3526.715,901.528,769484.5179999999,2014,3,11
2014-03-12,213176.096,15179.853,170830.795,63883.76700000001,-4.747,8232.753,2459.247,5195.52,58324.031,,105587.30699999999,21461.515,12859.345,10292.022,70437.615,3273.938,903.992,762093.049,2014,3,12
2014-03-13,224346.554,16016.047,170806.457,77533.96199999998,-4.681,8360.267,1986.637,5078.791,83500.814,,48838.12899999999,21630.234,11978.209,11130.804,72569.313,3059.84,930.308,757761.6849999999,2014,3,13
2014-03-14,220442.54100000003,11200.312,170765.545,75250.393,-4.492,8316.032,1956.765,4567.688,78107.034,,38569.866,21619.22,5310.129,11560.59,72708.32699999999,3274.749,1020.713,724665.4119999999,2014,3,14
2014-03-15,170134.49,6233.191,170702.914,28903.328,-4.255,8008.599,1539.77,3886.655,39007.696,,150785.51499999996,30117.321,20389.45,11066.962,53281.90399999999,3256.838,1008.985,698319.3629999999,2014,3,15
2014-03-16,126107.468,11263.738,170644.006,19662.245,-4.268,8106.503,1381.065,3913.288,42839.849,,154118.651,30798.152,19402.851,10150.301,47163.668,3347.8105,1000.2135,649895.541,2014,3,16
2014-03-17,191317.56300000005,7737.796,170581.487,69217.981,-4.647,8317.311,1960.402,5131.846,67850.002,,36504.048,30520.573,24239.508,11064.504,67602.596,4073.5395,998.8035,697113.313,2014,3,17
2014-03-18,185304.11099999995,6599.546,170533.908,61887.85300000001,-4.481,8212.679,1867.967,4275.731,48116.29,,113144.454,28649.401,17928.552,11914.398,70094.08499999999,4317.8645,1024.5855,733866.9439999999,2014,3,18
2014-03-19,171634.617,11372.371,170555.135,56613.283,-4.419,8249.212,1941.727,4275.854,55818.365,,110269.211,26736.346,14761.264,11441.127,67791.592,4167.026,994.486,716617.197,2014,3,19
2014-03-20,196216.11,14770.354,170554.602,55644.827,-4.843,8163.976,2293.993,4414.839,54057.157,,67468.12599999999,26753.506,13222.824,11693.381,70665.35299999999,4381.901,1026.374,701322.4800000001,2014,3,20
2014-03-21,185554.31199999995,9759.341,170512.749,48665.36799999999,-4.837,8339.497,1821.681,4692.15,45323.438,,123197.93500000003,21503.574,7282.551,11205.286,67944.64600000001,3955.9055,1021.5995,710775.1959999999,2014,3,21
2014-03-22,126618.792,7646.098,170622.189,30566.08,-4.688,8063.722,1587.147,4005.468,33200.559,,224007.325,19462.289,6144.055,10097.916,46346.40700000001,3195.926,994.083,692553.368,2014,3,22
2014-03-23,111575.694,15738.132,170702.771,29432.589,-4.637,7809.875,1314.541,3986.856,40027.364,,188518.08400000003,30837.775,21117.867,9477.121,44124.262,3068.368,998.234,678724.8960000002,2014,3,23
2014-03-24,145645.68499999997,12637.715,170610.941,34834.689,-4.541,8030.973,2052.575,4137.681,41842.657,,233509.96899999995,21991.612,11817.843,9594.805,59337.316,3200.178,1000.876,760240.9739999999,2014,3,24
2014-03-25,91706.596,17270.491,170594.056,23261.062,-4.405,8162.479,2242.823,4018.552,37844.265,,350063.67200000014,20503.923,7910.614,7949.965,53610.39799999999,3181.024,983.837,799299.352,2014,3,25
2014-03-26,132422.25499999998,15297.581,170681.443,28239.48900000001,-4.494,8053.108,2256.365,5083.596,51916.004,,301980.859,24846.996,17068.547,8781.874,55260.876,2962.2235,974.6975,825821.42,2014,3,26
2014-03-27,207708.42099999997,15710.195,170771.092,57173.36900000001,-4.443,8011.348,2245.343,5659.402,94980.828,,82537.29800000002,26488.998,12241.74,10241.015,69586.196,3124.476,999.535,767474.8130000001,2014,3,27
2014-03-28,194369.29700000005,6535.482,170819.811,47016.059,-4.449,8273.903,2602.999,6491.866,47788.599,,199190.49200000003,15662.772,2727.866,9678.661,68486.63299999999,3210.1155,1070.6965,783920.803,2014,3,28
2014-03-29,174111.687,8662.824,170799.345,33204.845,-4.357,8266.422,1937.631,5055.873,35592.559,,235444.748,13187.164,2800.852,9058.603,51477.70700000001,3212.22,1037.305,753845.4280000001,2014,3,29
2014-03-30,142063.74000000002,5932.767,163738.489,29149.06100000001,-3.984,7840.393,1552.679,4264.617,39352.617,,141694.70599999998,16546.483,5598.573,8506.963,48208.731,3028.0395,1008.3805,618482.255,2014,3,30
2014-03-31,176586.781,8638.705,170767.084,49818.93799999999,-4.34,8035.898,2507.797,4401.186,63385.205,,152914.208,21605.236,6987.057,8711.873,62728.946,3159.3435,1025.2905,741269.208,2014,3,31
2014-04-01,157739.69799999997,8014.0,170701.988,44660.179,-4.177,7919.105,1995.139,3920.195,37621.274,,261793.566,16874.687,1420.625,8131.211,58720.72800000002,3916.563,1032.995,784457.776,2014,4,1
2014-04-02,198615.514,21886.061,170696.53,54946.66799999998,-4.275,8017.04,2227.968,4355.883,65493.115,,168231.12599999996,10921.693,980.041,8848.3,62586.838,4143.195,1038.135,782983.8319999998,2014,4,2
2014-04-03,197271.786,10510.104,170203.001,54994.515,-4.336,7754.209,2372.778,4316.092,51931.716,,193023.678,18312.466,5529.701,8561.132,62016.16700000001,3917.851,860.401,791571.2609999999,2014,4,3
2014-04-04,162312.05599999998,11088.871,170320.502,37351.408,-4.176,8129.986,1754.36,4070.991,43794.722,,274534.424,25029.462,6431.921,8492.369,55959.57599999999,3951.1605,1063.1825,814280.8149999998,2014,4,4
2014-04-05,166509.56699999998,14440.228,163876.106,30107.53300000001,-3.942,8086.879,1373.565,3591.131,46758.516,,178766.05899999998,21749.287,5182.537,8735.19,46627.162,4112.982,1083.318,700996.1179999999,2014,4,5
2014-04-06,162667.30900000004,14798.694,170159.213,30533.82100000001,-3.898,8050.252,1195.579,3488.116,52892.233,,86797.98600000002,30461.437,12742.556,8605.494,46094.225,4075.24,1120.132,633678.389,2014,4,6
2014-04-07,181746.474,12540.889,170355.586,48670.679,-4.181,8001.283,2182.844,4068.512,57273.89,,118006.00799999999,31317.294,25556.493,8311.616,61098.595,4122.3485,1124.6355,734372.966,2014,4,7
2014-04-08,209818.91100000005,6527.81,170387.72,56378.16,0.484,8048.454,3201.147,4103.543,55780.093,,101289.74499999998,30943.052,26665.743,8390.765,64028.46600000001,3887.33,996.017,750447.4400000001,2014,4,8
2014-04-09,210644.444,15661.905,170348.712,65122.376,-4.042,7672.363,2421.112,4789.349,60783.113,,77959.975,27455.4,13960.628,8891.007,64518.45299999999,4499.3195,1497.4695,736221.5839999999,2014,4,9
2014-04-10,189199.242,6652.425,170256.897,58364.20199999999,-4.014,8048.124,2176.646,4105.341,79597.315,,99340.53000000001,27798.129,16510.776,8687.761,63347.15099999999,4298.925,1348.411,739727.8609999999,2014,4,10
2014-04-11,191109.507,11121.455,170176.603,58575.64200000001,-3.937,7925.479,1953.0,4426.516,50067.72,,140779.93500000003,25960.344,17103.486,8693.209,59717.67099999999,4677.8145,1762.6955,754047.1400000001,2014,4,11
2014-04-12,182304.62,13464.828,170161.311,38119.90699999999,-3.72,8189.84,2075.506,5176.14,40415.064,,122750.37300000002,25548.694,11950.145,8683.845,43391.411,4607.134,1773.469,678608.567,2014,4,12
2014-04-13,167069.825,8465.516,170177.875,37475.089,-3.73,7862.99,1625.246,5158.117,50041.331,,79891.33,32111.82,21232.164,8661.48,42209.01199999999,4657.545,1916.686,638552.296,2014,4,13
2014-04-14,205069.905,12911.578,169869.874,43754.016,-3.751,7804.949,3014.672,6423.575,53303.307,,88270.56,25433.535,8279.116,9059.439,54462.21699999999,4923.0115,2064.7075,694640.7110000001,2014,4,14
2014-04-15,217520.53400000004,12869.14,169771.171,62045.41900000001,-3.584,8146.847,2775.825,6599.926,68278.406,,27243.669,26870.28,16049.427,8863.573,59742.59000000001,4890.164,1992.145,693655.5320000001,2014,4,15
2014-04-16,204249.529,14229.34,169426.587,60697.98699999999,-3.738,8471.13,2485.39,6384.256,76002.282,,23093.957,30495.519,21239.901,9357.739,58320.711,4679.669,1776.22,690906.4789999999,2014,4,16
2014-04-17,173468.39399999997,9861.523,169207.209,49605.80300000001,-3.754,8003.992,1852.712,5859.551,42175.364,,66117.177,31370.215,23643.311,9072.427,48792.45100000001,4644.346,1787.6,645458.3209999999,2014,4,17
2014-04-18,141376.42299999998,7835.05,169028.078,28832.885,-3.587,7917.404,1711.27,4804.786,47708.822,,76626.87200000002,30931.312,18788.302,8803.373,44160.81300000001,5148.114,2255.317,595925.2339999999,2014,4,18
2014-04-19,138244.68800000002,10183.032,168721.301,29669.81199999999,-3.601,8222.436,2016.754,5680.788,47525.206,,116529.85,20717.821,3634.098,8489.741,41475.02400000001,5162.481,2276.955,608546.386,2014,4,19
2014-04-20,124086.18999999997,12141.194,168592.701,29960.264,-3.584,7780.56,1767.107,5276.276,48174.397,,128172.78,18929.724,1304.508,8309.856,39104.487,5156.4685,2309.5325,601062.461,2014,4,20
2014-04-21,162034.65300000002,5967.176,168633.284,35717.307,-3.61,8155.817,2805.425,6343.657,58434.779,,80815.59999999998,17572.502,1641.234,8098.867,48424.41900000001,5116.417,2260.688,612018.215,2014,4,21
2014-04-22,161632.46,7963.712,168436.286,44044.64300000001,-3.941,8191.02,2919.967,6328.014,47810.009,,134955.299,27519.175,13932.158,8368.082,54550.75400000001,4404.642,1493.936,692546.2160000001,2014,4,22
2014-04-23,174173.575,15330.261,168209.62,48797.015,-4.065,7861.386,2395.944,6082.224,57864.124,,84761.87700000001,27031.401,11155.462,9400.567,60565.08499999999,5062.8115,2110.6425,680797.9299999999,2014,4,23
2014-04-24,170755.189,17710.275,168092.335,47309.624,-4.258,7954.311,2313.767,5565.026,37473.433,,148651.69800000003,24272.298,9678.861,9628.888,60155.02800000001,5157.807,2244.842,716959.1240000002,2014,4,24
2014-04-25,109986.161,10428.109,167952.086,36483.23400000001,-3.951,8187.338,2179.075,5380.695,26872.882,,277424.8570000001,32879.174,23151.642,9357.504,53627.09600000001,5010.5015,2104.2185,771020.622,2014,4,25
2014-04-26,93254.907,11337.23,161986.596,29441.94399999999,-3.796,8118.406,1714.566,4992.237,22991.987,,261213.047,24312.286,14208.106,8741.5,40591.98100000001,4928.377,2043.013,689872.3870000001,2014,4,26
2014-04-27,84854.23800000001,18312.29,161089.468,28098.02599999999,-3.593,7248.492,1475.417,4802.371,27834.913,,215559.88000000003,33717.808,20663.691,8337.252,39917.827,4951.801,2042.201,658902.082,2014,4,27
2014-04-28,143915.659,10626.562,165330.961,48144.33199999999,-3.73,7969.252,2107.966,5589.116,39542.942,,162246.00599999994,31750.69,27632.153,9524.722,58249.66600000001,4760.508,1973.598,719360.4029999998,2014,4,28
2014-04-29,155627.27100000004,15228.295,167164.272,71326.21699999999,0.982,8236.98,2660.907,5352.607,60273.353,,100137.83799999997,32221.678,27265.477,10566.629,63059.774,4477.255,1761.382,725360.9169999999,2014,4,29
2014-04-30,149598.14399999997,13081.064,166972.774,76335.50899999999,-3.822,7900.966,2710.075,5299.769,49458.363,,83179.05099999999,31476.723,27992.796,10793.971,63148.05700000001,4596.756,2055.775,694595.971,2014,4,30
2014-05-01,99717.67400000001,7339.914,166738.363,49464.16899999999,-3.643,7919.036,1639.541,4319.489,49115.041,,79726.488,32806.893,28401.631,10270.144,42323.711,4251.625,2207.444,586237.52,2014,5,1
2014-05-02,87139.552,9090.856,161116.128,35508.777,-3.59,8157.56,2057.604,5949.945,47656.981,,198891.406,33057.78,27806.377,10323.194,47459.49099999999,3700.1895,1645.9075,679558.1579999999,2014,5,2
2014-05-03,83586.51400000001,12446.569,145249.565,33343.637,-3.487,8052.589,2342.222,4817.569,41776.825,,211971.90999999997,34761.032,29522.354,10192.041,43629.096,3244.779,1375.955,666309.1699999999,2014,5,3
2014-05-04,98013.78400000001,11558.405,145417.509,37186.259,-3.423,7988.999,2261.738,4018.798,55733.72,,98105.485,34601.844,29708.796,9773.794,45553.99899999998,3321.139,1226.411,584467.2569999999,2014,5,4
2014-05-05,123731.42000000001,17528.598,145516.391,85089.054,-3.665,8309.093,3357.389,4187.971,74517.932,,90756.50399999999,33323.59,28977.961,9452.248,60357.85799999999,3792.1295,1621.9655,690516.4390000001,2014,5,5
2014-05-06,119850.14499999997,6974.857,145567.647,105547.983,-3.634,8431.624,2070.588,4990.242,83212.493,,109197.61299999998,29977.374,27657.119,9546.08,65592.91399999999,4249.1805,1931.3935,724793.6189999998,2014,5,6
2014-05-07,130666.08899999998,7882.287,145559.063,121708.90299999998,-4.026,8296.87,2143.565,4764.846,107058.115,,51957.505,27096.523,16799.366,10002.293,67755.095,4253.4715,1978.8295,707918.795,2014,5,7
