,obs_id,obs_type,point_id,dither_id,start_time,RA,Dec,PA,lon,lat,ec_pa
986,223,WS,987,2,2023-07-08 18:39:39+00:00,55.0001,-55.9193,46.9505,15.9212,-70.4743,90.0
987,223,WS,988,3,2023-07-08 18:57:21+00:00,55.0156,-55.9534,46.9377,15.8705,-70.5051,90.0478
988,224,WS,989,0,2023-07-08 19:18:00+00:00,53.1788,-54.6864,48.5678,16.0957,-68.8647,89.9562
989,224,WS,990,1,2023-07-08 19:35:42+00:00,53.1922,-54.7207,48.557,16.0487,-68.8955,90.0
990,224,WS,991,2,2023-07-08 19:53:24+00:00,53.2275,-54.7438,48.5281,16.0487,-68.9263,90.0
991,224,WS,992,3,2023-07-08 20:11:06+00:00,53.2409,-54.7781,48.5171,16.0015,-68.9572,90.044
992,225,WS,993,0,2023-07-08 20:31:21+00:00,52.1783,-54.1668,49.1374,15.8314,-68.0905,89.9579
993,225,WS,994,1,2023-07-08 20:49:03+00:00,52.1909,-54.2012,49.1272,15.786,-68.1213,90.0
994,225,WS,995,2,2023-07-08 21:06:45+00:00,52.2254,-54.2245,49.0992,15.786,-68.1522,90.0
995,225,WS,996,3,2023-07-08 21:24:27+00:00,52.2381,-54.2589,49.089,15.7404,-68.183,90.0423
996,226,WS,997,0,2023-07-08 21:44:53+00:00,51.7374,-53.3729,50.2609,16.6596,-67.3162,89.9594
997,226,WS,998,1,2023-07-08 22:02:35+00:00,51.7487,-53.4074,50.2519,16.6156,-67.3471,90.0
998,226,WS,999,2,2023-07-08 22:20:17+00:00,51.7817,-53.4311,50.2254,16.6156,-67.3779,90.0
999,226,WS,1000,3,2023-07-08 22:37:59+00:00,51.793,-53.4656,50.2163,16.5715,-67.4087,90.0407
